name,code
聯博-印度成長基金BX股美元,ABILFBUSD
德意志黃金貴金屬股票基金FC,LU0273148212
富達基金－美元債券基金,LU0048622798
聯博-美國成長基金SD月配級別美元,ABAGPSDUSD
摩根基金-摩根亞太入息基金(澳幣對沖)-A股(利率入息),APIAIA
利安資金中國增長基金(美元),SCGU
富達基金-全球健康護理基金(Y類股份累計股份-歐元),LU0346388969
利安資金中國增長基金(新元),SCGS
標智上證50中國指數基金,008201
天利(盧森堡)-北美基金I(美元),000EPCLCIU
聯博-歐洲價值型基金I股美元,ABEVPIUSD
美盛凱利美國增值基金優類股歐元累積型,IE00B241FQ36
天利投資專業基金-天利全球股票收入基金第一類淨收入(美元),000TGEDRNILN
歐義銳榮歐洲高收益基金R,LU0114074718
富達基金－澳洲基金,LU0048574536
聯博-前瞻主題基金B股澳幣避險,ABGTRBAUDH
景順日本動力基金C(美元對沖)股美元,1049C7
鋒裕基金-核心歐洲股票A2,PIMCEE
匯豐環球投資基金-中國股票AD,TCHIE
匯豐環球投資基金-中國股票ID,TCHID
匯豐環球投資基金-中國股票IC,TCHIC
施羅德環球基金系列-新興歐洲A1類股份-累積單位,IEMEG
景順美元儲備基金A股美元,2030AA
德意志全球神農USDLC,LU0273164847
鋒裕基金-環球高收益UXD,PIMGHYUXD
瑞聯UBAM全球新興市場債券基金美元AC,LU0244149497
聯博-全球債券基金AT股歐元,ABGBPATEUR
景順亞洲棟樑基金A-半年配息股美元,2006AS
景順韓國基金C-年配息股美元,1037CY
鋒裕基金-美元短期債券I2,PIMUSDI
鋒裕基金-美元短期債券A2(歐元),PIMUSDU
聯博-全球高收益債券基金AA(穩定月配)級別美元,ABGHYAAUSD
景順亞洲棟樑基金A股美元,2006AA
富蘭克林坦伯頓全球投資系列-歐洲高收益基金歐元A(acc)股,0751
聯博-新興市場債券基金B股歐元,ABEMDBEUR
施羅德環球基金系列-日本優勢(美元對沖)A類股份-累積單位,LJLCA
鋒裕基金-環球高收益B2,PIMGHYB2
施羅德環球基金系列-日本優勢(美元對沖)A1類股份-累積單位,LJLCM
美盛西方資產全球多重策略基金F類股美元配息型(D),IE00B510R804
新加坡大華國際成長基金(美元),USD-UIGF
NN(L)歐元高股息基金Y股對沖級別澳幣(月配息),NNEHDYDAUDH
聯博-新興市場多元收益基金BD月配級別美元,ABEMMABDUSD
富達基金-亞太入息基金A股H月配息澳幣避險,LU1046420714
聯博-全球成長趨勢基金A股美元,ABGGTAUSD
瑞萬通博基金-美國價值股票基金,LU0137005913
景順歐洲動力基金C-年配息股歐元,1043CY
富達基金II－歐元貨幣基金,LU0115010877
百達-精選品牌-R美元,LU0280434068
聯博-新興市場價值基金S1股歐元,ABEMVS1EUR
瀚亞投資─M&G全球民生基礎基金A(美元),MGBFUA
英傑華投資-新興市場當地貨幣債券基金(歐元配息),1209LU0274935138
路博邁投資基金-NB美國小型企業基金E累積類股(澳幣),IE00BNK02S22
德意志中國股票LC,LU0273157635
聯博-全球債券基金IT股美元,ABGBPITUSD
先機新興市場本地貨幣債券基金I類累積(美元),SKANI75
摩根歐元貨幣基金－摩根歐元貨幣－A股(累計),EMMAAE
路博邁投資基金-NB高收益債券基金E月配息類股(澳幣),IE00BNJZT320
美盛凱利美國大型公司成長基金A類股美元累積型,IE00B19Z9505
德意志歐洲首選LD,LU0145634662
安盛羅森堡Alpha基金-安盛羅森堡環球小型企業Alpha基金B,AXARGSCB
鋒裕基金-策略收益A2,PIMSTIA2
NN(L)環球高收益基金X股對沖級別美元(月配息),NNGHYXDUSDH
瀚亞投資─M&G全球領導企業基金A(美元),MGLFUA
摩根士丹利印度股票基金A,MSIMIEA85
聯博-美國收益基金AT股歐元避險,ABAIPATHEDGE
聯博-前瞻主題基金C股歐元,ABGTRCEUR
景順中國基金A-年配息股美元,1052AY
聯博-新興市場債券基金BA(穩定月配)澳幣避險級別,ABEMDBAAUDH
匯豐環球投資基金-歐元區股票ID,TGEED
匯豐環球投資基金-歐元區股票AC,TGEEB
匯豐環球投資基金-歐元區股票IC,TGEEC
匯豐環球投資基金-歐元區股票AD,TGEEA
駿利資產管理基金-駿利美國創業基金A股歐元累計(對沖),JAVTA1E
法巴百利達歐洲小型股票基金RH(美元),LU1104111114
施羅德環球基金系列-拉丁美洲C類股份-累積單位(歐元),ALAMF
施羅德環球基金系列-拉丁美洲(歐元)A1類股份-累積單位,ALAMG
美盛QSMV亞太(日本除外)收益股票基金A類股美元累積型,IE00B19Z5X02
摩根士丹利環球可轉換債券基金AH(澳幣避險),MSIM4F7AUD
施羅德環球基金系列-亞洲總回報C類股份-累積單位,IAARF
天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元配息),000SBEMDIUP
先機亞洲股票基金B類累積(美元),SKANB65
駿利資產管理基金-駿利美國20基金I美元累計,JANTWII
NN(L)歐洲新興市場股票基金P股歐元,NNEEEPEUR
施羅德環球基金系列-環球通貨膨脹連繫債券(美元對沖)C類股份-累積單位,LGRRF
施羅德環球基金系列-環球通貨膨脹連繫債券(美元對沖)A1類股份-累積單位,LGRRG
施羅德環球基金系列-環球通貨膨脹連繫債券(美元對沖)C類股份-配息單位,LGRRC
聯博-全球高收益債券基金AT股歐元,ABGHYATEUR
鋒裕基金-策略收益T2,PIMSTIT2
PIMCO全球債券(美國除外)基金-E級類別(收息股份),PIMCO-BXN
聯博-新興市場債券基金AA(穩定月配)南非幣避險級別,ABEMDAAZARH
聯博-歐洲收益基金C2股美元,ABEIOPC2USD
鋒裕基金-新興市場當地貨幣債券AXD,PIMEMBLCAXD
富達基金-全球入息基金(A-MINCOME(G)-EUR類股份),LU0731782826
瑞銀(盧森堡)歐洲中型股票基金(歐元),255790
貝萊德亞洲巨龍基金C2美元,BLKMADCC
先機全球新興市場基金C類累積(美元),SKANC52
先機完全回報美元債券基金C類收益股(美元),SKANC50
天利(盧森堡)-新興市場公司債券基金(美元),000AMGEMAU
聯博-歐元區策略價值基金A股歐元,ABESVAEUR
美盛凱利美國增值基金A類股美元累積型,IE00B1BXHZ80
MFS全盛基金系列-MFS全盛新興市場股票基金B1(美元),MEMBUSD
聯博-成熟市場多元收益基金AD月配級別美元,ABDMMAADUSD
聯博-全球高收益債券基金SA(穩定月配)級別美元,ABGHYSAUSD
聯博-日本策略價值基金BD月配南非幣避險級別,ABJSVBDZARH
聯博-全球債券基金A股美元,ABGBPAUSD
安盛環球基金-泛靈頓小型能源企業基金ACap(美元),AXAWFJEUSD
瑞銀(盧森堡)巴西股票基金(美元),2909491
瀚亞投資─M&G泛歐基金A(歐元),MPEFEA
德盛安聯亞太高息股票基金-AM穩定月收類股(美元),RP-RHM
聯博-全球高收益債券基金BT股歐元避險,ABGHYBTHEDGE
富達基金－歐洲基金,LU0048578792
天達環球策略基金-歐洲股票基金C收益股份,GEUC
景順中國基金A(歐元對沖)股歐元,1052A6
聯博-成熟市場多元收益基金BX級別美元,ABGCPBUSD
資本集團歐元債券基金(盧森堡)B(美元),CIFEBFUSD
景順天下地產證券基金C(歐元對沖)股歐元,1025C6
霸菱高收益債券基金-A類紐幣避險月配息型,HYBFMHNZD
景順環球企業基金A-年配息股美元,1028AY
聯博-美國收益基金AT股歐元,ABAIPATEUR
施羅德環球基金系列-環球收益股票A類股份-配息單位,IGEYA
德盛安聯亞太高息股票基金-AM穩定月收類股(歐元),RP-RHR
施羅德環球基金系列-環球收益股票A1類股份-累積單位,IGEYG
施羅德環球基金系列-環球收益股票C類股份-累積單位,IGEYF
施羅德環球基金系列-環球收益股票A類股份-累積單位,IGEYD
未來資產韓國股票基金-I(美元),RBS003
未來資產韓國股票基金-A(歐元),RBS002
未來資產韓國股票基金-A(美元),RBS001
美盛QSMV歐洲收益股票基金A類股美元配息型(A),IE0034204671
未來資產亞洲龍頭股票基金-A(美元),RBS007
未來資產亞洲卓越消費股票基金-I(美元),RBS006
資本集團歐洲成長及收益基金(盧森堡)B,CIEGBEUR
愛德蒙得洛希爾歐洲新力基金(B),EDR09
愛德蒙得洛希爾歐元可轉債基金(A),EDR06
愛德蒙得洛希爾中國基金(A),EDR07
愛德蒙得洛希爾歐洲中型股基金(A),EDR04
愛德蒙得洛希爾歐洲新力基金(A),EDR05
愛德蒙得洛希爾歐洲價值收益基金(D),EDR02
愛德蒙得洛希爾印度基金(A),EDR03
貝萊德世界農業基金A2美元,BLKWAFAT
愛德蒙得洛希爾歐洲價值收益基金(C),EDR01
MFS全盛基金系列-MFS全盛全球高收益基金B1(美元),MFSGLGC
MFS全盛基金系列-MFS全盛全球高收益基金A2(美元),MFSGLGB
MFS全盛基金系列-MFS全盛全球高收益基金A1(美元),MFSGLGA
NN(L)美國高股息基金Y股對沖級別澳幣(月配息),NNUSHDYDAUDH
MFS全盛基金系列-MFS全盛全球高收益基金B2(美元),MFSGLGD
德意志新興市場高股息USDLC,LU0329761232
天達環球策略基金-環球黃金基金F累積股份,GGO449
保德信WIP機會型股票基金A(EUR),LU0140785683
富達基金-新興亞洲基金(Y類股份累計股份-美元),LU0390711777
富蘭克林坦伯頓全球投資系列－新興國家固定收益基金美元B(Mdis)股,1050
富蘭克林坦伯頓全球投資系列－歐洲高收益基金歐元B(Mdis)股,1051
聯博-新興市場成長基金A股澳幣避險,ABEMGAAUDH
景順歐元儲備基金B股歐元,2057BB
貝萊德環球小型企業基金A2美元,BLKCAPMA
天達環球策略基金-新興市場公司債券基金C收益-2股份(澳幣避險IRD，月配),EMC749
德意志全球高股息LC,LU0507265923
NN(L)投資級公司債基金P股美元,NNUSCPUSD
貝萊德日本特別時機基金A2日圓,BLKMLAOA
貝萊德中國基金A2港幣,BLKCCAHT
先機完全回報美元債券基金A類收益股(美元),SKANA50
法巴百利達亞洲(日本除外)債券基金C(美元),LU0823379622
鋒裕基金-新興市場債券A2,PIMEMBA2
聯博-全球債券基金BT股美元,ABGBPBTUSD
新加坡大華亞洲成長良機基金(星幣),UAGO
聯博-美國前瞻主題基金S1股歐元,ABUSTRS1EUR
景順日本動力基金A-年配息股美元,1049AY
美盛凱利美國增值基金優類股美元配息型(A),IE00B19ZB987
NN(L)環球高股息基金P股歐元,NNGHDPEUR
富達基金－大中華基金,LU0048580855
貝萊德歐元市場基金A2美元,BLKMMXAA
貝萊德歐洲基金HedgedA2港幣,BLKEUAHH
駿利資產管理基金-駿利靈活入息基金V股美元入息,JANFIVU
NN(L)環球高收益基金Y股對沖級別歐元,NNGHYYEURH
貝萊德新興歐洲基金C2歐元,BLKMERCC
法巴百利達俄羅斯股票基金C(美元),LU0823431563
景順日本動力基金A(歐元對沖)股歐元,1049A6
天達環球策略基金-環球黃金基金I累積股份,GGO582
景順日本動力基金A股日圓,1049A3
霸菱德國增長基金-A類美元累積型,GEAUA
聯博-歐元區策略價值基金AX股歐元,ABEGPAEUR
富蘭克林坦伯頓全球投資系列-東歐基金歐元B(Ydis)股,0880
MFS全盛基金系列-MFS全盛新興市場債券基金C1(美元),MFSEDC1
MFS全盛基金系列-MFS全盛新興市場債券基金C2(美元),MFSEDC2
安本環球-日本小型公司基金A2,AEJEPSM
聯博-前瞻主題基金A股美元,ABGTRAUSD
瑞銀(盧森堡)美元基金-KC,4731720
瑞聯UBAM美國投資級公司債券基金美元IC,LU0146925176
柏瑞環球基金-柏瑞環球新興市場當地貨幣債券基金Y,AEMLY
瀚亞投資-北美價值股票基金Admc1(美元穩定月配),NA1
天利(盧森堡)-泛歐洲股票基金(美元),000EPCEUEIU
聯博-美國收益基金B2股歐元,ABAIPB2EUR
柏瑞環球基金-柏瑞環球新興市場當地貨幣債券基金A,AEMLA
匯豐環球投資基金-泰國股票IC,TGTEC
富達基金-全球不動產基金(美元),LU0237698245
天達環球策略基金-環球特許品牌基金C收益股份,GFFC
霸菱高收益債券基金-A類歐元避險配息型,HYBFUH
摩根投資基金歐洲策略股息基金-摩根歐洲策略股息(美元對沖)-A股(每月派息),ESDAMU
法巴百利達亞太高股息股票基金-年配(歐元),LU0823407001
富達基金-歐元債券基金(歐元累積),LU0251130638
貝萊德美元高收益債券基金A8多幣別穩定月配息股份-南非幣避險,BLKHYAZH
貝萊德新興市場基金A2歐元,BLKMMEAA
聯博-全球債券基金I股歐元,ABGBPIEUR
柏瑞環球基金-柏瑞環球新興市場債券基金AD,AEMBAD
富達基金-日本小型企業基金A股累計美元避險,LU0997587166
安本環球-世界責任股票基金A2,AERESPW
美盛QSMV亞太(日本除外)收益股票基金A類股美元增益配息型(M),IE00BQJZWZ67
瑞銀(盧森堡)英鎊基金,594600
瑞銀(盧森堡)美元基金,594601
美盛西方資產全球多重策略基金優類股歐元配息型(M)(避險),IE00B23Z8451
貝萊德環球高收益債券基金A6美元(穩定配息),BLKGHAHU
法巴百利達日圓債券基金C(日幣),LU0012182712
德盛安聯歐洲高息股票基金-AM穩定月收類股(歐元),AGIF-FQR
NN(L)全球機會股票基金X股美元,NNGEOXUSD
德盛安聯歐洲高息股票基金-AM穩定月收類股(美元避險),AGIF-FQM
景順新興市場債券基金A-月配息(歐元對沖)股歐元,1013AH
德盛安聯歐洲高息股票基金-IT累積類股(歐元),AGIF-FQI
聯博-全球債券基金B2股歐元,ABGBPB2EUR
PIMCO絕對收益債券基金-E級類別(收息股份),PIMCO-BW4
景順環球股票收益基金A-月配息股-1美元,2081AX
聯博-美國收益基金A股歐元,ABAIPAEUR
瑞銀(盧森堡)中歐股票基金(歐元),469164
聯博-全球不動產證券基金S1股歐元,ABUSRES1EUR
法巴百利達全球高收益債券基金-月配(美元),LU0823388292
NN(L)投資級公司債基金Y股美元,NNUSCYUSD
景順新興歐洲股票基金C股美元,2075CC
保德信WIP機會型股票基金A,LU0037722500
貝萊德世界債券基金HedgedA2歐元,BLKWBAET
聯博-全球高收益債券基金I2股歐元,ABGHYI2EUR
摩根歐洲動力基金－摩根歐洲動力(美元)－A股(累計),EUDAAU
貝萊德美國靈活股票基金A2歐元,BLKUSFUA
德盛安聯歐洲高息股票基金-AT累積類股(歐元),AGIF-FQ3
駿利資產管理基金-駿利高收益基金B美元入息,JANHYB1
法儲銀盧米斯賽勒斯全球機會債券基金I-DUSD,IE0009240692
摩根歐洲動力基金－摩根歐洲動力(澳幣對沖)-A股(累計),EUDAAA
天達環球策略基金-高收入債券基金F累積股份(美元避險),GEH608
聯博-全球價值型基金C股美元,ABGVPCUSD
德意志全球神農NC,LU0273147594
聯博-新興市場成長基金A股歐元,ABEMGAEUR
路博邁投資基金-NB新興市場本地貨幣債券基金E月配息類股(澳幣),IE00BTLWSD65
羅素多元資產70基金W類股,IE00BQ1TBP90
聯博-房貸收益基金A2X級別歐元,ABSMDA2EUR
聯博-歐洲價值型基金S1股美元,ABEVPS1USD
施羅德環球基金系列-新興市場B1類股份-累積單位,IEMKH
施羅德環球基金系列-新興市場A1類股份-累積單位,IEMKG
施羅德環球基金系列-新興市場C類股份-累積單位,IEMKF
富蘭克林坦伯頓全球投資系列-新興國家小型企業基金美元A(acc)股,0433
施羅德環球基金系列-新興市場A類股份-累積單位,IEMKD
富蘭克林坦伯頓全球投資系列-新興國家小型企業基金美元A(Ydis)股,0434
施羅德環球基金系列-環球計量精選價值(歐元對沖)C類股份-累積單位,KGAVF
貝萊德多元資產基金HedgedC2美元,BLKMAHCT
德意志亞洲首選USDFC,LU0273174648
英傑華投資-亞洲股票收益基金V,1404LU1088029019
先機新興市場本地貨幣債券基金A類累積(美元),SKANA119
法儲銀資產管理新興歐洲基金R-AUSD,LU0084288595
景順歐洲指標增值基金A股歐元,2048AA
施羅德環球基金系列-環球企業債券A1類股份-累積單位,IHGBG
先機環球債券基金A類收益股(美元),SKANA111
CI資本國際新興市場股票基金X(美元),CIEMFXUSD
聯博-歐洲價值型基金BD月配澳幣避險級別,ABEVPBDAUDH
歐義銳榮金融基金R,LU0114064917
駿利資產管理基金-英達美國重點基金I股歐元累計(對沖),JANRMIE
霸菱高收益債券基金-A類美元月配息型,HYBFM
霸菱高收益債券基金-A類美元累積型,HYBFC
聯博-國際科技基金I股歐元,ABITFIEUR
天利投資專業基金-天利全球股票收入基金第二類淨收入(歐元),000TGEEINILN
施羅德環球基金系列-環球企業債券C類股份-配息單位,IHGBC
新加坡大華日本成長基金(美元),USD-UJGF
瑞銀(盧森堡)澳洲股票基金(澳幣),92920
天達環球策略基金-歐洲股票基金I累積股份(美元避險),GEU789
聯博-房貸收益基金A級別美元,ABMOPAUSD
聯博-全球高收益債券基金A2股歐元,ABGHYA2EUR
霸菱高收益債券基金-A類歐元配息型季配,HYBFU
MFS全盛基金系列-MFS全盛通脹調整債券基金B2(美元),MFSIAB2
MFS全盛基金系列-MFS全盛通脹調整債券基金B1(美元),MFSIAB1
貝萊德美國特別時機基金A2歐元,BLKMONAA
聯博-印度成長基金C股美元,ABIGFCUSD
摩根印度基金,JFIPT
聯博-中國時機基金AD月配紐幣避險級別,ABCOPADNZDH
安本環球-日本股票基金A2(基本貨幣避險-美元),AEJEPH
聯博-亞洲股票基金AD股澳幣避險,ABAXJADAUDH
瑞聯UBAM美國價值股票基金美元AC,LU0045841987
天達環球策略基金-投資評級公司債券基金C收益-2股份,GDHC
駿利資產管理基金-駿利策略Alpha基金A股美元累計,JANACA1
路博邁投資基金-NB新興市場本地貨幣債券基金B累積類股(南非幣),IE00BTLWSN63
貝萊德環球特別時機基金C2美元,BLKMYECC
瑞聯UBAM美國投資級公司債券基金美元AD,LU0146926141
羅素多元資產50基金W類股,IE00BQ1TBM69
施羅德環球基金系列-新興歐洲C類股份-累積單位,IEMEF
聯博-日本策略價值基金S1股歐元,ABJSVS1EUR
天利(盧森堡)-美國選擇基金(歐元避險),000AMEFEUAEH
霸菱高收益債券基金-I類美元累積型,HYBF-CI
資本集團新興市場債券基金(盧森堡)X(美元),CIEMDXUSD
施羅德環球基金系列-新興歐洲B1類股份-累積單位,IEMEH
聯博-前瞻主題基金C股澳幣避險,ABGTRCAUDH
貝萊德日本靈活股票基金C2美元,BLKMJVCT
富蘭克林坦伯頓全球投資系列－新興國家固定收益基金澳幣避險A(Mdis)股-H1,1434
德意志亞洲中小型基金USDFC,LU0273175025
GAMStar美國全方位基金累積單位-歐元,IE00B1W3Y236
柏瑞環球基金-柏瑞環球重點股票基金A,AGEQA
安盛羅森堡Alpha基金-安盛羅森堡美國大型企業Alpha基金B,AXARUSEB
聯博-亞洲股票基金BD月配級別美元,ABAXJBDUSD
美盛西方資產全球高收益債券基金A類股美元配息型(D),IE00B19Z6Y83
聯博-全球債券基金C股歐元,ABGBPCEUR
MFS全盛基金系列-MFS全盛新興市場債券基金I1(美元),MEMDIU1
富達基金─印度聚焦基金,LU0197229882
貝萊德亞洲老虎債券基金A3美元,BLKTIBMA
美盛凱利成長基金A類股美元配息型(A),IE0034203939
富達基金-全球入息基金(Y類股累計-美元),LU0605515963
富達基金-新興亞洲基金(美元),LU0329678170
鋒裕基金-環球高收益A2(歐元),PIMGHYUA2
貝萊德美國政府房貸債券基金A2美元,BLKUSFMA
匯豐環球投資基金-亞太收益增長股票AD,TAPHA
匯豐環球投資基金-環球新興市場債券ID,TGEID
瑞萬通博基金-新興東歐債券基金,LU0137004601
MFS全盛基金系列-MFS全盛美國密集成長基金A1(美元),MFSSGA1
紐約梅隆泛歐股票投資基金AUSD,PEQUA
匯豐環球投資基金-環球債券AD,TGIBA
匯豐環球投資基金-亞太收益增長股票IC,TAPHI
富達基金－亞洲成長趨勢基金(美元累積),LU0261950983
富達基金－全球消費行業基金,LU0114721508
匯豐環球投資基金-亞太收益增長股票AM,TAPHM
MFS全盛基金系列-MFS全盛歐洲價值基金A1(美元),MFEVAU1
富蘭克林坦伯頓全球投資系列-新興國家基金美元A(acc)股,0785
柏瑞環球基金-柏瑞環球新興市場債券基金A6HD,AEMBA6HD
鋒裕基金-美元綜合債券I2(歐元),PIMUABUI2
景順新興市場債券基金A-月配息(澳幣對沖-利率入息)股澳幣,1013DK
瀚亞投資─美國優質債券基金Aadm(澳幣避險月配),UIGBAA
百達-保安-R歐元,LU0270905242
法儲銀富鑫亞太基金R-AEUR,LU0147921554
施羅德環球基金系列-環球計量優勢股票A類股份-累積單位,IGQGD
施羅德環球基金系列-環球計量優勢股票A1類股份-累積單位,IGQGG
施羅德環球基金系列-環球計量優勢股票C類股份-累積單位,IGQGF
歐義銳榮歐非中東新勢力基金R,LU0090981357
英傑華投資-新興歐洲股票型基金,1504LU0083327972
駿利資產管理基金-駿利靈活入息基金A美元入息,JANFIA1
駿利資產管理基金-駿利靈活入息基金A美元累計,JANFIA2
荷寶資本成長基金-荷寶中國股票D歐元,LU0187077309
鋒裕基金-亞洲股票(不含日本)A2,PIMPE
富達基金－亞洲成長趨勢基金(美元),LU0054237671
聯博-日本策略價值基金AD月配紐幣避險級別,ABJSVADNZDH
首域環球傘型基金-首域亞洲優質債券基金-第一類股月配息,FSIFAQBM1
木星全球系列-木星印度精選基金L類股美元年收益,LU0365089902
摩根東方基金,JFET
NN(L)大中華股票基金Y股美元,NNGCEYUSD
施羅德環球基金系列-香港股票A1類股份-累積單位,IHKEG
NN(L)日本股票基金Y股對沖級別美元,NNJEYUSDH
路博邁投資基金-NB新興市場本地貨幣債券基金E月配息類股(美元),IE00BTLWSL40
法儲銀盧米斯賽勒斯債券基金I-DUSD,IE0000507263
資本集團全球債券基金(盧森堡)T,CIFGBFT
德意志可轉債FC,LU0179220412
富達基金-國際基金(Y類股份累計股份-美元),LU0370789132
法巴百利達美元短期債券基金C(美元),LU0012182399
駿利資產管理基金-駿利靈活入息基金I股美元累計,JANFIAU
新加坡大華日本成長基金(星幣),UJGF
富達基金-全球通膨連結債券基金(美元累積),LU0353648891
PIMCO總回報債券基金-機構H級類別(累積股份),PIMCO-BTI
瀚亞投資─亞洲當地貨幣債券基金Aadm(澳幣避險月配),IOALAA
聯博-歐洲收益基金AA(穩定月配)美元避險級別,ABEIOPAAUSDH
法儲銀漢瑞斯全球股票基金R-AEUR,LU0147944259
聯博-全球高收益債券基金C2股美元,ABGHYC2USD
天達環球策略基金-環球能源基金F累積股份,GEN466
法巴百利達全球高收益債券基金C(歐元),LU0823388615
歐義銳榮拉丁美洲基金R,LU0090980466
MFS全盛基金系列-MFS全盛美國價值基金A1(美元),MFSVAL1
貝萊德環球特別時機基金A2歐元,BLKMEYAA
資本集團全球股票基金(盧森堡)T(美元),CIFGEFTUSD
富達基金-世界基金A股累計美元,LU1084165304
羅素亞太(日本除外)基金,IE0003508359
摩根士丹利環球可轉換債券基金ARM,MSIMGCBR47
霸菱東歐基金-A類歐元配息型,BEEFU
GAMStar中華股票基金-AUSD,IE00B1W3X048
富達基金－中國聚焦基金(美元),LU0173614495
聯博-前瞻主題基金S1股美元,ABGTRS1USD
施羅德環球基金系列-韓國股票A1類股份-累積單位,IKOEG
富達基金-全球通膨連結債券基金(Y類股份累計股份-歐元避險),LU0353649436
聯博-全球價值型基金BD月配歐元避險級別,ABGVPBDHEDGE
施羅德環球基金系列-環球股息基金(澳幣對沖)A類股份-配息單位,LU1046234412
施羅德環球基金系列-拉丁美洲C類股份-累積單位,ILAMF
瑞銀(盧森堡)日本中小型股票基金(日幣),255787
聯博-精選美國股票基金I股美元,ABSUEIUSD
資本集團新興市場完全機會基金(盧森堡)Tfd,CIETOPTDEUR
百達-水資源-HR美元,LU0385405997
聯博-全球高收益債券基金A2股歐元避險,ABGHYA2HEDGE
聯博-新興市場多元收益基金B級別美元,ABEMMABUSD
霸菱新興市場當地貨幣債券基金-A類歐元累積型,EMACCU
富達基金－歐洲動能基金,LU0119124781
施羅德環球基金系列-亞洲債券(歐元對沖)C類股份-累積單位,KASBF
柏瑞環球基金-柏瑞環球新興市場當地貨幣債券基金A9HD,AEMLA9HD
柏瑞環球基金-柏瑞策略債券基金A,ASBMA
東方匯理系列基金全球農業基金AE,AFEGAAE
聯博-房貸收益基金BA(穩定月配)級別美元,ABMOPBAUSD
聯博-亞洲股票基金A股澳幣避險,ABAXJAAUDH
NN(L)銀行及保險基金X股歐元,NNBIXEUR
聯博-美國成長基金C股歐元避險,ABAGPCHEDGE
NN(L)食品飲料基金X股歐元,NNFBXEUR
瀚亞投資─優質公司債基金Andm(紐幣避險月配),UCS
貝萊德拉丁美洲基金D2美元,BLKLAAUD
瀚亞投資─優質公司債基金Andmc1(紐幣避險穩定月配),UCP
施羅德環球基金系列-亞太地產股票A1類股份-累積單位,IAPPG
景順東協基金A-年配息股美元,1004AY
法巴百利達美國小型股票基金C(美元),LU0823410997
瀚亞投資─優質公司債基金Azdm(南非幣避險月配),UCZ
瑞銀(盧森堡)新興市場債券基金(美元),849534
新加坡大華黃金及綜合基金(美元),USD-UGGF
MFS全盛基金系列-MFS全盛全球股票基金A1(美元),MFMGEAA
德盛德利全球股票基金,DIT-ENN
先機環球股票基金B類累積(美元),SKANB19
法儲銀資產管理新興歐洲基金R-DUSD,LU0084288678
先機北美股票基金B類累積(美元),SKANB16
聯博-日本策略價值基金AD月配美元避險級別,ABJSVADUSDH
景順新興市場企業債券基金A-固定月配息股美元,2114AF
先機歐洲股票基金B類累積(美元),SKANB13
首域環球傘型基金-首域星馬增長基金,FSIFSMG1
摩根印尼股票基金-摩根印尼股票(美元)-A股(累計),INDAAU
貝萊德亞洲老虎債券基金A8多幣別穩定月配息股份-澳幣避險,BLKTBAAH
貝萊德新興歐洲基金A2歐元,BLKMERAA
景順新興市場企業債券基金A(歐元對沖)股歐元,2114A6
聯博-新興市場多元收益基金S1級別美元,ABEMMAS1USD
德意志亞洲中小型基金USDLC,LU0273161744
NN(L)美國高股息基金Y股對沖級別南非幣(月配息),NNUSHDYDZARH
瑞銀(盧森堡)新興市場入息基金(美元)(月配息),12957889
法巴百利達全球新興市場債券基金-月配H(澳幣),LU1022393182
霸菱新興市場當地貨幣債券基金-I類歐元配息型,EMINCU-CI
富達基金－全球實質資產基金(歐元累積避險),LU0417495552
景順中國基金C(澳幣對沖)股澳幣,1052FG
聯博-美國成長基金S1股歐元,ABAGPS1EUR
德意志歐洲小型NC,LU0236147079
施羅德環球基金系列-環球股息基金(歐元對沖)A類股份-累積單位,KGEED
聯博-成熟市場多元收益基金C2X級別美元,ABGCPC2USD
美盛西方資產全球信用債券基金A類股美元累積型,IE00B50KJJ61
富蘭克林坦伯頓全球投資系列－新興國家固定收益基金美元A(Mdis)股,1049
聯博-美國成長基金C股歐元,ABAGPCEUR
聯博-全球債券基金AT股澳幣避險,ABGBPATAUDH
德盛印尼基金,AGIF-TSI
利安資金目標回報基金(美元),SVFU
荷寶資本成長基金-荷寶環球地產股票M美元,LU0699433222
天利(盧森堡)-新興市場債券基金(美元配息),000EPCEMDIUP
瑞士寶盛債券基金系列-多元機會債券基金(美元),LU0474694147
貝萊德美國特別時機基金A2美元,BLKMNOAA
利安資金目標回報基金(新元),SVFS
聯博-新興市場債券基金AT股歐元避險,ABEMDATHEDGE
聯博-日本策略價值基金I股日元,ABJSVIJPY
施羅德環球基金系列-香港股票(歐元對沖)C類股份-累積單位,KHKEF
聯博-房貸收益基金ATX級別美元,ABSMDATUSD
駿利資產管理基金-駿利平衡基金B美元累計,JANBAB1
天利(盧森堡)-新興市場公司債券(歐元避險配息),000AMGEMAUEP
資本集團全球股票基金(盧森堡)T,CIFGEFT
德意志全球神農USDFC,LU0273177401
貝萊德美國價值型基金C2美元,BLKMBVPC
德意志歐洲首選USDLC,LU0273160340
富達基金－新興歐非中東基金(Y類股份累計股份-美元),LU0370788910
NN(L)美國高股息基金X股對沖級別澳幣(月配息),NNUSHDXDAUDH
天達環球策略基金-環球債券基金I累積股份,GBO563
亨德森遠見基金-美國增長基金(美元累積),HEN07
聯博-全球債券基金B股歐元,ABGBPBEUR
天利(盧森堡)-新興市場公司債券(歐元避險),000AMGEMAUEH
法巴百利達全球高收益債券基金-年配H(美元),LU0823387997
