基金名稱,基金英文名稱,基金種類,基金投資區域,基金規模,基金幣別,基金總代理名稱,境外基金機構
施羅德環球基金系列-歐洲小型公司A1類股份-累積單位,SISF-EUROPEANSMALLERCOMPANIESCLASSA1-ACCUMULATION,股票型-中小型,區域-已開發歐洲,88.555175,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-歐元短期債券A1類股份-累積單位,SISF-EUROSHORTTERMBONDCLASSA1-ACCUMULATION,固定收益型-一般型(未設定條件),區域-已開發歐洲,23.286545,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-歐元政府債券C類股份-配息單位,SchroderISFEUROGovernmentBondC-DIS.,固定收益型-一般型(未設定條件),區域-已開發歐洲,66.527769,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-歐元政府債券C類股份-累積單位,SchroderISFEUROGovernmentBondCLASSC-ACCUMULATION,固定收益型-一般型(未設定條件),區域-已開發歐洲,580.994348,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-歐元政府債券A1類股份-累積單位,SISF-EUROGOVERNMENTBONDCLASSA1-ACCUMULATION,固定收益型-一般型(未設定條件),區域-已開發歐洲,64.281223,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-歐元流動A類股份-累積單位,SISF-EUROLIQUIDITYCLASSA-ACCUMULATION,固定收益型-未能分類,區域-已開發歐洲,237.831062,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球計量精選價值A類股份-配息單位,SCHRODERISFQEPGLOBALACTIVEVALUEClassA-DIS,股票型-一般型,全球-已開發市場,13.307127,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球計量精選價值A類股份-累積單位,SCHRODERISFQEPGLOBALACTIVEVALUEClassA-ACC,股票型-一般型,全球-已開發市場,24.831603,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球計量精選價值C類股份-累積單位,SchroderInternationalSelectionFund-QEPGLOBALACTIVEVALUECLASSC-ACCUMULATION,股票型-一般型,全球-已開發市場,53.436524,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球計量精選價值A1類股份-累積單位,SISF-QEPGLOBALACTIVEVALUECLASSA1-ACCUMULATION,股票型-一般型,全球-已開發市場,172.241150,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球可轉換債券C類股份-配息單位,SCHRODERISFGLOBALCONVERTIBLEBONDClassC-DIS,固定收益型-可轉換債券,全球-混合,124.923290,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球可轉換債券A類股份-累積單位,SCHRODERISFGLOBALCONVERTIBLEBONDClassA-ACC,固定收益型-可轉換債券,全球-混合,140.546884,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球可轉換債券C類股份-累積單位,SCHRODERISFGLOBALCONVERTIBLEBONDClassC-ACC,固定收益型-可轉換債券,全球-混合,561.059891,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球可轉換債券A1類股份-累積單位,SchroderInternationalSelectionFund-GlobalConvertibleBondCLASSA1-ACCUMULATION,固定收益型-可轉換債券,全球-混合,109.607454,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球氣候變化策略C類股份-累積單位,SchroderISFGlobalClimateChangeEquityCLASSC-ACCUMULATION,股票型-一般型,全球-已開發市場,14.883685,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球氣候變化策略A1類股份-累積單位,SISF-GLOBALCLIMATECHANGEEQUITYA1-ACCUMULATION,股票型-一般型,全球-已開發市場,9.162669,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球進取股票C類股份-累積單位,SchroderISFGlobalEquityAlphaCLASSC-ACCUMULATION,股票型-一般型,全球-已開發市場,685.082973,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球進取股票A1類股份-累積單位,SchroderInternationalSelectionFund-GlobalEquityAlphaCLASSA1-ACCUMULATION,股票型-一般型,全球-已開發市場,1.674200,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球股息基金A類股份-累積單位,SchroderISFGlobalDividendMaximiserClassA(ACC),股票型-一般型,全球-已開發市場,152.748761,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球股息基金C類股份-累積單位,SchroderISFGlobalDividendMaximiserClassC(ACC),股票型-一般型,全球-已開發市場,58.498910,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球股息基金AX類股份-配息單位,SchroderISFGlobalDividendMaximiserClassAX(DIS),股票型-一般型,全球-已開發市場,992.696576,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-新興市場股債優勢A類股份-累積單位,SCHRODERISFGLOBALEMERGINGMARKETOPPORTUNITIESClassA-ACC,股票型-一般型,全球-新興市場,135.241468,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-新興市場股債優勢C類股份-累積單位,SCHRODERISFGLOBALEMERGINGMARKETOPPORTUNITIESClassC-ACC,股票型-一般型,全球-新興市場,298.545916,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-新興市場股債優勢A1類股份-累積單位,SISF-GLOBALEMERGINGMARKETOPPORTUNITIESA1-ACCUMULATION,股票型-一般型,全球-新興市場,30.608594,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球能源C類股份-累積單位,SCHRODERISFGLOBALENERGYCLASSC-ACC,股票型-能源,全球-已開發市場,70.757576,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球能源A1類股份-累積單位,SISF-GLOBALENERGYCLASSA1ACCUMULATION,股票型-能源,全球-已開發市場,128.656360,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球收益股票A類股份-配息單位,SCHRODERISFGLOBALEQUITYYIELDClassA-DIS,股票型-一般型,全球-已開發市場,175.810806,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球收益股票C類股份-配息單位,SCHRODERISFGLOBALEQUITYYIELDClassC-DIS,股票型-一般型,全球-已開發市場,1.478857,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球收益股票A類股份-累積單位,SCHRODERISFGLOBALEQUITYYIELDClassA-ACC,股票型-一般型,全球-已開發市場,87.236110,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球收益股票C類股份-累積單位,SCHRODERISFGLOBALEQUITYYIELDClassC-ACC,股票型-一般型,全球-已開發市場,9.514050,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球收益股票A1類股份-累積單位,SISF-GLOBALEQUITYYIELDCLASSA1-ACCUMULATION,股票型-一般型,全球-已開發市場,17.435079,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球收益股票A1類股份-配息單位,SISF-GLOBALEQUITYYIELDCLASSA1-DISTRIBUTION,股票型-一般型,全球-已開發市場,71.058999,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球高收益A類股份-配息單位,SCHRODERISFGLOBALHIGHYIELDClassA-DIS,固定收益型-高收益債券,全球-混合,169.154675,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球高收益A類股份-累積單位,SCHRODERISFGLOBALHIGHYIELDClassA-ACC,固定收益型-高收益債券,全球-混合,236.802235,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球高收益C類股份-累積單位,SCHRODERISFGLOBALHIGHYIELDClassC-ACC,固定收益型-高收益債券,全球-混合,354.039599,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球高收益A1類股份-累積單位,SchroderInternationalSelectionFund-GlobalHighYieldCLASSA1-ACCUMULATION,固定收益型-高收益債券,全球-混合,155.997881,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球高收益A1類股份-配息單位,SchroderInternationalSelectionFund-GlobalHighYieldCLASSA1-DISTRIBUTION,固定收益型-高收益債券,全球-混合,132.874681,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球債券A類股份-配息單位,SCHRODERISFGLOBALBONDClassA-DIS,固定收益型-一般型(未設定條件),全球-混合,8.393116,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球債券C類股份-配息單位,SCHRODERISFGLOBALBONDClassC-DIS,固定收益型-一般型(未設定條件),全球-混合,3.100934,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球債券A類股份-累積單位,SCHRODERISFGLOBALBONDClassA-ACC,固定收益型-一般型(未設定條件),全球-混合,119.547003,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球債券C類股份-累積單位,SCHRODERISFGLOBALBONDClassC-ACC,固定收益型-一般型(未設定條件),全球-混合,212.071943,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球債券A1類股份-累積單位,SISF-GLOBALBONDCLASSA1-ACCUMULATION,固定收益型-一般型(未設定條件),全球-混合,152.467479,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球股債收息基金A類股份-配息單位(美元),SchroderISFGlobalMulti-AssetIncomeUSDACALSSDis.,平衡型(混合型)-平衡型(混合型),全球-混合,1027.786280,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球股債收息基金C類股份-配息單位(美元),SchroderISFGlobalMulti-AssetIncomeUSDCCALSSDis.,平衡型(混合型)-平衡型(混合型),全球-混合,82.936001,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球股債收息基金A類股份-累積單位(美元),SchroderISFGlobalMulti-AssetIncomeUSDACALSSAcc.,平衡型(混合型)-平衡型(混合型),全球-混合,311.270714,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球股債收息基金C類股份-累積單位(美元),SchroderISFGlobalMulti-AssetIncomeUSDCCALSSAcc.,平衡型(混合型)-平衡型(混合型),全球-混合,128.828637,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球地產股票C類股份-配息單位,SCHRODERISFGlobalPropertySecuritiesClassC-DIS,股票型-房地產-或不動產證券化,全球-已開發市場,12.170700,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球地產股票C類股份-累積單位,SCHRODERISFGlobalPropertySecuritiesClassC-ACC,股票型-房地產-或不動產證券化,全球-已開發市場,31.723874,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球地產股票A1類股份-累積單位,SISF-GLOBALPROPERTYSECURITIESCLASSA1-ACCUMULATION,股票型-房地產-或不動產證券化,全球-已開發市場,20.220053,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球計量優勢股票A類股份-累積單位,SCHRODERISFQEPGLOBALQUALITYClassA-ACC,股票型-一般型,全球-已開發市場,159.498145,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球計量優勢股票C類股份-累積單位,SCHRODERISFQEPGLOBALQUALITYClassC-ACC,股票型-一般型,全球-已開發市場,39.820100,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球計量優勢股票A1類股份-累積單位,SchroderInternationalSelectionFund-QEPGlobalQualityCLASSA1-ACCUMULATION,股票型-一般型,全球-已開發市場,144.775260,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-大中華A類股份-累積單位,SCHRODERISFGREATERCHINAClassA-ACC,股票型-一般型,區域-亞洲太平洋(不含日本),437.475071,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-大中華C類股份-累積單位,SCHRODERISFGREATERCHINAClassC-ACC,股票型-一般型,區域-亞洲太平洋(不含日本),262.623080,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-大中華A1類股份-累積單位,SchroderInternationalSelectionFund-GreaterChinaA1-ACCUMULATION,股票型-一般型,區域-亞洲太平洋(不含日本),59.116398,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球通貨膨脹連繫債券C類股份-配息單位,SchroderISFGlobalInflationLinkedBondC-DIS.,固定收益型-通膨聯繫債券,全球-混合,1.317866,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球通貨膨脹連繫債券C類股份-累積單位,SchroderISFGlobalInflationLinkedBondCLASSC-ACCUMULATION,固定收益型-通膨聯繫債券,全球-混合,225.390366,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球通貨膨脹連繫債券A1類股份-累積單位,SchroderInternationalSelectionFund-GlobalInflationLinkedBondCLASSA1-ACCUMULATION,固定收益型-通膨聯繫債券,全球-混合,25.096770,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球通貨膨脹連繫債券A1類股份-配息單位,SchroderInternationalSelectionFund-GlobalInflationLinkedBondCLASSA1-DISTRIBUTION,固定收益型-通膨聯繫債券,全球-混合,3.720414,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球小型公司C類股份-累積單位,SchroderISFGlobalSmallerCompaniesCLASSC-ACCUMULATION,股票型-中小型,全球-已開發市場,11.237202,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球小型公司A1類股份-累積單位,SISF-GLOBALSMALLERCOMPANIESCLASSA1ACCUMULATION,股票型-中小型,全球-已開發市場,34.495518,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球企業債券A類股份-配息單位,SCHRODERISFGLOBALCORPORATEBONDClassA-DIS,固定收益型-投資級公司債(企業債),全球-混合,169.135035,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球企業債券C類股份-配息單位,SCHRODERISFGLOBALCORPORATEBONDClassC-DIS,固定收益型-投資級公司債(企業債),全球-混合,49.618057,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球企業債券A類股份-累積單位,SCHRODERISFGLOBALCORPORATEBONDClassA-ACC,固定收益型-投資級公司債(企業債),全球-混合,370.554436,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球企業債券C類股份-累積單位,SCHRODERISFGLOBALCORPORATEBONDClassC-ACC,固定收益型-投資級公司債(企業債),全球-混合,213.993290,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球企業債券A1類股份-累積單位,SISF-GLOBALCORPORATEBONDCLASSA1-ACCUMULATION,固定收益型-投資級公司債(企業債),全球-混合,160.605716,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球企業債券B1類股份-累積單位,SISF-GLOBALCORPORATEBONDCLASSB1-ACCUMULATION,固定收益型-投資級公司債(企業債),全球-混合,0.691699,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-環球企業債券A1類股份-配息單位,SISF-GLOBALCORPORATEBONDCLASSA1-DISTRIBUTION,固定收益型-投資級公司債(企業債),全球-混合,65.073259,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-香港股票A1類股份-累積單位,SISF-HONGKONGEQUITYA1-ACCUMULATION,股票型-一般型,單一國家-香港,3593.960094,港幣,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-印度股票A類股份-累積單位,SCHRODERISFINDIANEQUITYClassA-ACC,股票型-一般型,單一國家-印度,71.640928,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-印度股票C類股份-累積單位,SchroderISFIndianEquityCLASSC-ACCUMULATION,股票型-一般型,單一國家-印度,17.519325,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-印度股票A1類股份-累積單位,SISF-INDIANEQUITYCLASSA1ACCUMULATION,股票型-一般型,單一國家-印度,17.163981,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-義大利股票C類股份-累積單位,SchroderISFItalianEquityCLASSC-ACCUMULATION,股票型-一般型,單一國家-義大利,76.750108,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-義大利股票A1類股份-累積單位,SISF-ITALIANEQUITYCLASSA1-ACCUMULATION,股票型-一般型,單一國家-義大利,26.179937,歐元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-日本股票A類股份-累積單位,SCHRODERISFJAPANESEEQUITYClassA-ACC,股票型-一般型,單一國家-日本,81817.264003,日幣,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-日本股票C類股份-累積單位,SCHRODERISFJAPANESEEQUITYClassC-ACC,股票型-一般型,單一國家-日本,59217.981258,日幣,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-日本股票A1類股份-累積單位,SISF-JAPANESEEQUITYCLASSA1-ACCUMULATION,股票型-一般型,單一國家-日本,5056.842139,日幣,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-日本優勢C類股份-累積單位,SchroderISFJapaneseOpportunitiesCLASSC-ACCUMULATION,股票型-一般型,單一國家-日本,19037.435236,日幣,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-日本優勢A1類股份-累積單位,SISF-JAPANESEOpportunitiesCLASSA1-ACCUMULATION,股票型-一般型,單一國家-日本,7675.402711,日幣,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-日本小型公司C類股份-累積單位,SchroderISFJapaneseSmallerCompaniesCLASSC-ACCUMULATION,股票型-中小型,單一國家-日本,10982.294332,日幣,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-日本小型公司A1類股份-累積單位,SISF-JAPANESESMALLERCOMPANIESCLASSA1-ACCUMULATION,股票型-中小型,單一國家-日本,4905.133732,日幣,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-韓國股票C類股份-累積單位,SchroderISFKoreanEquityCLASSC-ACCUMULATION,股票型-一般型,單一國家-韓國,7.287773,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-韓國股票A1類股份-累積單位,SISF-KOREANEQUITYCLASSA1-ACCUMULATION,股票型-一般型,單一國家-韓國,7.649464,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-拉丁美洲C類股份-累積單位,SchroderISFLatinAmericanCLASSC-ACCUMULATION,股票型-一般型,區域-新興拉丁美洲,3.062951,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-拉丁美洲A1類股份-累積單位,SISF-LATINAMERICANCLASSA1-ACCUMULATION,股票型-一般型,區域-新興拉丁美洲,141.389266,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-中東海灣C類股份-累積單位,SchroderISFMiddleEastCLASSC-ACCUMULATION,股票型-一般型,區域-其他新興市場(如中東非洲),23.785789,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-中東海灣A1類股份-累積單位,SchroderInternationalSelectionFund-MiddleEastA1-ACCUMULATION,股票型-一般型,區域-其他新興市場(如中東非洲),27.739288,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
摩根印尼股票基金-摩根印尼股票(美元)-A股(累計),JPMorganFunds-IndonesiaEquityFund-JPMorganIndonesiaEquityA(acc)-USD,股票型-一般型,單一國家-印尼,4.158467,美元,摩根證券投資信託股份有限公司,摩根資產管理(歐洲)有限公司-JPMORGANASSETMANAGEMENT(EUROPE)S.A.R.L.
