name,code
路博邁投資基金-NB新興市場本地貨幣債券基金E月配息類股(美元),IE00BTLWSL40
天達環球策略基金-環球能源基金I累積股份(歐元),GEN581
施羅德環球基金系列-歐洲進取股票A1類股份-累積單位,IEEAG
聯博-歐洲收益基金I2股歐元,ABEIOPI2EUR
柏瑞環球基金-柏瑞拉丁美洲股票基金A,ALAFA
聯博-歐元區策略價值基金BX股歐元,ABEGPBEUR
施羅德環球基金系列-日本股票C類股份-累積單位,IJAEF
瀚亞投資─M&G泛歐基金A(歐元),MPEFEA
新加坡大華東協基金(星幣),UNF
聯博-前瞻主題基金A股澳幣避險,ABGTRAAUDH
聯博-新興市場債券基金A股歐元,ABEMDAEUR
美盛銳思美國小型公司基金A類股歐元配息型(A),IE00B19Z1F40
路博邁投資基金-NB新興市場本地貨幣債券基金I累積類股(美元),IE00B9Z1CL57
聯博-全球債券基金C2股美元,ABGBPC2USD
天達環球策略基金-新興市場公司債券基金I累積股份,EMC652
美盛凱利美國增值基金A類股歐元累積型,IE00B1BXJ072
NN(L)投資級公司債基金X股美元,NNUSCXUSD
貝萊德美國價值型基金A2歐元,BLKBVAMA
聯博-新興市場債券基金AT股美元,ABEMDATUSD
柏瑞環球基金-柏瑞拉丁美洲股票基金Y,ALAFY
施羅德環球基金系列-美國大型股C類股份-累積單位,IUSEF
施羅德環球基金系列-義大利股票A1類股份-累積單位,IITEG
聯博-全球高收益債券基金AT股澳幣避險,ABGHYATAUDH
瀚亞投資─優質公司債基金Aadmc1(澳幣避險穩定月配),UP1
柏瑞環球基金-柏瑞日本中小型公司股票基金Y,AJSPY
施羅德環球基金系列-亞洲小型公司A1類股份-累積單位,IASCG
匯豐環球投資基金-歐元區小型公司股票ID,TEESD
德盛德利全球生物科技基金,DIT-ENO
紐約梅隆環球股票投資基金AUSD,GEQUA
貝萊德世界債券基金A3美元,BLKJWBAA
聯博-歐洲價值型基金C股美元,ABEVPCUSD
天利(盧森堡)-北美基金I(歐元),000EPCLCIUE
聯博-全球高收益債券基金C2股美元,ABGHYC2USD
施羅德傘型基金II--亞洲高息股債基金A類股份-累積單位(美元),AAUD
柏瑞環球基金-柏瑞日本中小型公司股票基金A,AJSPA
施羅德環球基金系列-新興市場債券(歐元對沖)B1類股份-配息單位,KEMDK
施羅德環球基金系列-英國股票A1類股份-累積單位,IUKEG
MFS全盛基金系列-MFS全盛研究債券基金A1(美元),MFMRBAR
美盛凱利成長基金A類股歐元累積型,IE00B19Z5R42
柏瑞環球基金-柏瑞日本小型公司股票基金A3,AJSCA3
景順環球指標增值基金A-年配息股美元,2087AY
貝萊德歐洲價值型基金A2歐元,BLKEBBMA
聯博-全球高收益債券基金B2股歐元,ABGHYB2EUR
天達環球策略基金-環球特許品牌基金C累積股份,GFF908
匯豐環球投資基金-美元債券ID,TUIBI
瀚亞投資─泰國股票基金A(美元),IOTHUA
聯博-房貸收益基金ATX級別美元,ABSMDATUSD
路博邁投資基金-NB新興市場本地貨幣債券基金E月配息類股(南非幣),IE00BTLWSS19
利安資金越南基金(新元),LGVF2
NN(L)環球高收益基金X股美元(月配息),NNGHYXDUSD
MFS全盛基金系列-MFS全盛新興市場債券基金A2(美元),MFSEDA2
施羅德環球基金系列-環球計量優勢股票A類股份-累積單位,IGQGD
瀚亞投資─美國特優級債券基金A(美元),UHGBUA
駿利資產管理基金-駿利環球房地產基金I美元入息,JANREI1
天達環球策略基金-歐洲股票基金A累積股份(美元避險),GEU261
駿利資產管理基金-駿利美國研究基金I美元累計,JANCRI1
安本環球-新興市場基礎建設股票基金A2,AEEMINFRA
施羅德環球基金系列-環球可轉換債券A類股份-累積單位,IGCBD
聯博-新興市場價值基金S級別美元,ABEMVSUSD
歐義銳榮歐洲高收益基金D2,LU0497424365
瑞銀(盧森堡)全球戰略配置精選基金(歐元),1910942
聯博-全球不動產證券基金I股歐元,ABUSREIEUR
駿利資產管理基金-駿利美國20基金A股歐元累計(對沖),JATWA1E
富達基金-歐元公司債基金Y股累計歐元,LU0370787359
聯博-歐元區策略價值基金CX股歐元,ABEGPCEUR
PIMCO美國高收益債券基金-M級類別(月收息股份),PIMCO-BHM
資本集團全球機會高收益債券基金(盧森堡)Tfd(美元),CIFGHIOTDUSD
天達環球策略基金-環球動力股息基金C收益-2股份(澳幣避險IRD，月配),GEE858
富蘭克林坦伯頓全球投資系列－成長(歐元)基金歐元A(Ydis)股,0613
柏瑞環球基金-柏瑞環球新興市場當地貨幣債券基金AD,AEMLAD
駿利資產管理基金-駿利環球生命科技基金A股歐元累計(對沖),JAGLA1E
聯博-歐元區策略價值基金S1美元避險級別,ABESVS1USDH
匯豐環球投資基金-歐洲股票AD,TAEEA
MFS全盛基金系列-MFS全盛亞太(日本以外)基金B1(美元),MFMADBA
聯博-前瞻主題基金I股澳幣避險,ABGTRIAUDH
聯博-美國收益基金BT股美元,ABAIPBTUSD
法儲銀資產管理新興歐洲基金R-DUSD,LU0084288678
貝萊德環球高收益債券基金A2美元,BLKMHXAA
鋒裕基金-策略收益A股澳幣收益(穩定配息),PIMSTIAIASD
鋒裕基金-環球高收益A股南非幣收益(穩定配息),PIMGHYZIASD
景順泛歐洲基金C股歐元,2126CC
法巴百利達美國中型股票基金C(美元),LU0154245756
富蘭克林坦伯頓全球投資系列-穩定月收益基金美元A(Mdis)股,0839
貝萊德世界債券基金A2美元,BLKMWBAA
鋒裕基金-歐洲潛力U2,PIMEPLU2
瀚亞投資─美國複合收益債券基金A(美元),IUSBUA
富蘭克林坦伯頓全球投資系列-公司債基金美元B(Mdis)股,0864
富蘭克林坦伯頓全球投資系列-公司債基金美元A(acc)股,0750
富達基金-亞洲高收益基金(Y類股份累計股份-美元),LU0370790650
摩根歐洲發現基金-摩根歐洲發現(歐元)-A股perf(累計),EFOAE
富蘭克林坦伯頓全球投資系列-新興國家固定收益基金美元A(acc)股,1105
德意志新資源USDLC,LU0273227941
先機亞洲股票基金I類累積(美元),SKANI77
美盛凱利美國增值基金A類股美元累積型,IE00B1BXHZ80
先機美國入息基金B類累積(美元),SKANB15
愛德蒙得洛希爾歐元可轉債基金(B),EDR18
PIMCO全球高收益債券基金-E級類別(收息股份),PIMCO-BY4
鋒裕基金-美國研究I2,PIMARHI
富達基金－全球金融服務基金(A類股-美元),LU0971096721
聯博-全球價值型基金BD月配級別美元,ABGVPBDUSD
天達環球策略基金-新興市場公司債券基金F累積股份,EMC654
羅素多元資產70基金W類股,IE00BQ1TBP90
德意志全球神農FC,LU0273147834
羅素多元資產35基金W類股,IE00BQ1TBK46
德盛安聯亞洲靈活債券基金-IT累積類股(美元),AGIF-FX5
瑞銀(盧森堡)新興市場債券基金(美元)I-A1-累積,10130428
富蘭克林坦伯頓全球投資系列-穩定月收益基金美元B(Mdis)股,0760
施羅德環球基金系列-大中華A類股份-累積單位,IGRCD
安本環球-亞太股票基金A2,AEASE
聯博-歐洲價值型基金I股歐元,ABEVPIEUR
摩根美國科技基金－摩根美國科技(美元)－A股(分派),JFUSTF
富達基金-中國內需消費基金(Y類股份累計股份-美元),LU0594300500
施羅德環球基金系列-環球股息基金(歐元對沖)A類股份-累積單位,KGEED
施羅德環球基金系列-美元債券(歐元對沖)C類股份-配息單位,KUDBC
聯博-歐洲收益基金BT股歐元,ABEIOPBTEUR
聯博-美國成長基金I股歐元,ABAGPIEUR
施羅德環球基金系列-環球債券(歐元對沖)C類股份-累積單位,KGLBF
富達基金－新興歐非中東基金(歐元),LU0303816028
富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元B(acc)股,0272
駿利資產管理基金-駿利平衡基金A股澳幣入息(對沖),JBALAAI
德意志新資源FC,LU0237015887
霸菱新興市場當地貨幣債券基金-A類美元累積型,EMACC
施羅德環球基金系列-環球氣候變化策略C類股份-累積單位,IGCCF
安盛環球基金-泛靈頓歐洲房地產基金ACap,AXAWAAC
鋒裕基金-環球高收益B股澳幣收益(穩定配息),PIMGHYAIBSD
羅素亞太(日本除外)基金,IE0003508359
鋒裕基金-策略收益AXD,PIMSTIAXD
德意志全球主題LC,LU0273158526
羅素新興市場股票基金,IE0032129094
聯博-全球不動產證券基金S1股歐元,ABUSRES1EUR
鋒裕基金-中國股票T2,PIMCETUSD
貝萊德亞太股票收益基金A6美元(穩定配息),BLKAPEAU
聯博-新興市場價值基金A股美元,ABEMVAUSD
聯博-新興市場多元收益基金A級別美元,ABEMMAAUSD
施羅德環球基金系列-亞太地產股票A1類股份-累積單位,IAPPG
富蘭克林坦伯頓全球投資系列-泰國基金美元B(acc)股,0270
愛德蒙得洛希爾-美國價值收益基金(B),EDR23
未來資產韓國股票基金-A(美元),RBS001
富達基金－東南亞基金(歐元累積),LU0261946445
瑞銀(盧森堡)策略基金-增長型(歐元),601323
德意志全球神農LC,LU0273158872
富達基金-亞太入息基金,LU0205439572
富達基金-全球金融服務基金(Y類股份累計股份-歐元),LU0346388704
貝萊德世界能源基金A2歐元,BLKMEWAA
駿利資產管理基金-駿利平衡基金A股加幣入息(對沖),JBACADI
亨德森遠見日本機會基金,HEN01
富達基金－印尼基金,LU0055114457
施羅德環球基金系列-環球計量精選價值(歐元)A1類股份-累積單位,AGAVG
鋒裕基金-美元綜合債券B2,PIMUABB2
德意志新資源NC,LU0237015457
PIMCO全球投資級別債券基金-M級類別(月收息股份),PIMCO-BIM
東方匯理系列基金全球通膨連結債券基金IE,AFBGIIE
PIMCO多元收益債券基金-E級類別(收息股份),PIMCO-BD4
法儲銀漢瑞斯全球股票基金R-DUSD,LU0130518102
富蘭克林坦伯頓全球投資系列-互利全球領航基金美元B(acc)股,0595
天達環球策略基金-環球黃金基金C收益股份,GGOC
聯博-全球複合型股票基金C股美元,ABGEBCUSD
天達環球策略基金-理財貨幣基金F累積股份,GMC460
PIMCO多元收益債券基金-E級類別(歐元避險)收息股份,PIMCO-BD6
英傑華投資-新興市場當地貨幣債券基金(美元),1211LU0490651758
鋒裕基金-美國高息A股南非幣收益(穩定配息),PIMUSYZIASD
NN(L)銀行及保險基金P股美元,NNBIPUSD
宏利環球基金－美國特別機會基金AA股,MGF19
羅素多元資產35基金B類股,IE00B05KX503
摩根菲律賓基金,JFPT
德意志亞洲中小型基金FC,LU0236154950
施羅德環球基金系列-亞洲債券A1類股份-配息單位,IASBJ
英傑華投資-新興市場當地貨幣債券基金(B$x美元配息),1211LU0459039664
羅素新興市場股票基金-TDB收益類別(美元),IE00B9LB7V43
駿利資產管理基金-柏智美國策略價值基金A美元累計,JANSVAI
愛德蒙得洛希爾歐洲價值收益基金(B),EDR13
法巴百利達歐洲小型股票基金C(歐元),LU0212178916
駿利資產管理基金-駿利高收益基金I股澳幣入息(對沖),JANHYIA
德意志亞洲首選USDFC,LU0273174648
貝萊德拉丁美洲基金D2美元,BLKLAAUD
先機新興市場本地貨幣債券基金I類累積(美元),SKANI75
法儲銀盧米斯賽勒斯美國探索基金R-AUSD,LU0130100216
鋒裕基金-新興市場當地貨幣債券BXD,PIMEMBLCBXD
MFS全盛基金系列-MFS全盛有限償還期基金B2(美元),MFLMBU2
聯博-印度成長基金A股歐元,ABIGFAEUR
摩根士丹利環球可轉換債券基金AH(澳幣避險),MSIM4F7AUD
瑞聯UBAM全球新興市場債券基金美元IC,LU0244149901
英傑華投資-歐洲公司債基金,1301LU0137992961
先機新興市場債券基金A類收益股(美元),SKANA62
摩根亞洲內需主題基金,ADOPA
匯豐環球投資基金-環球高入息債券AMHEUR,THBEU
聯博-成熟市場多元收益基金A級別美元,ABDMMAAUSD
德盛金磚四國基金─AT累積類股(歐元),AGIF-FR3
富達基金－新興歐非中東基金(美元),LU0303821028
先機新興市場債券基金A類累積(美元),SKANA35
鋒裕基金-新興市場債券A股南非幣收益(穩定配息),PIMEMBZIASD
法儲銀盧米斯賽勒斯債券基金I-DUSD,IE0000507263
NN(L)拉丁美洲股票基金P股美元,NNLAEPUSD
富蘭克林坦伯頓全球投資系列-新興國家小型企業基金美元A(acc)股,0433
駿利資產管理基金-駿利環球房地產基金B美元入息,JANREB1
PIMCO全球高收益債券基金-M級類別(月收息股份),PIMCO-BYM
富達基金－新興歐非中東基金(Y類股份累計股份-美元),LU0370788910
摩根基金-摩根亞太入息基金(美元)-A股(每月派息),APIAMU
瑞銀(盧森堡)中國精選股票基金(美元)(月配息),26276928
瑞士寶盛股票基金系列-全球新興市場股票基金,LU0294026470
聯博-全球不動產證券基金S1股美元,ABUSRES1USD
瀚亞投資─美國優質債券基金Aadm(澳幣避險月配),UIGBAA
景順消閒基金A股美元,2111AA
聯博-亞洲股票基金B級別美元,ABAXJBUSD
施羅德環球基金系列-環球收益股票C類股份-累積單位,IGEYF
MFS全盛基金系列-MFS全盛全球股票基金A1(美元),MFMGEAA
保德信WIP新興市場固定收益基金IX,LU0168401650
GAMStar環球股票基金收息單位-美元,IE00B0HF2Z67
富達基金－歐洲高收益基金(A股-月配息),LU0168053600
亨德森遠見歐元領域基金A2-美元避險,HEN14
聯博-歐洲收益基金A股歐元,ABEIOPAEUR
柏瑞環球基金-柏瑞歐洲小型公司股票基金Y,AESCY
聯博-全球價值型基金C股歐元,ABGVPCEUR
富蘭克林坦伯頓全球投資系列-全球平衡基金美元A(Qdis)股,0815
GAMStar亞太股票基金累積單位-英鎊,IE0003000563
聯博-房貸收益基金BX級別歐元,ABSMDBEUR
聯博-美國收益基金AA(穩定月配)部分利率避險級別,ABAIPAADURH
瀚亞投資─美國高收益債券基金C(美元),UYC
荷寶資本成長基金-荷寶環球消費新趨勢股票D歐元,LU0187079347
聯博-歐元區策略價值基金I股美元,ABESVIUSD
聯博-新興市場多元收益基金I級別美元,ABEMMAIUSD
鋒裕基金-環球高收益T2,PIMGHYT2
紐約梅隆環球債券投資基金AUSD,MGBUA
駿利資產管理基金-駿利美國20基金A美元累計,JANTWA1
美盛西方資產亞洲機會債券基金A類股美元增益配息型(M),IE00B4XJJ152
鋒裕基金-領先歐洲企業I2,PIMTEPI
富蘭克林坦伯頓全球投資系列－公司債基金澳幣避險A(Mdis)股-H1,1433
荷寶資本成長基金-荷寶亞太優越股票D美元,LU0487305319
聯博-全球債券基金A2股歐元,ABGBPA2EUR
NN(L)亞洲債券基金Y股對沖級別澳幣(月配息),NNADHYDUSDH
法巴百利達全球能源股票基金-年配(歐元),LU0823414718
NN(L)原物料基金X股美元,NNMXUSD
法巴百利達美國增長股票基金C(美元),LU0823434583
聯博-亞洲股票基金AD月配南非幣避險級別,ABAXJADZARH
聯博-印度成長基金C股歐元,ABIGFCEUR
法儲銀盧米斯賽勒斯投資等級債券型基金R-DUSD,LU0411267015
富蘭克林潛力組合基金A股,150
英傑華投資-新興市場債券基金(B$x美元配息),1310LU0206569211
法巴百利達亞洲(日本除外)債券基金-月配(美元),LU0823379549
施羅德環球基金系列-金磚四國(歐元)C類股份-累積單位,ABRIF
貝萊德美國特別時機基金A2美元,BLKMNOAA
匯豐環球投資基金-印度股票ID,TINDI
聯博-國際科技基金I股歐元,ABITFIEUR
聯博-中國時機基金BD月配級別美元,ABCOPBDUSD
摩根環球高收益債券基金-摩根環球高收益債券(澳幣對沖)-A股(累計),GHYAAA
富達基金－新興歐非中東基金(美元累積),LU0303823156
貝萊德全球股票收益基金A6美元(穩定配息),BLKGEIAU
德意志全球高股息USDFC,LU0507266574
聯博-歐洲收益基金BA(穩定月配)美元避險級別,ABEIOPBAUSDH
貝萊德亞洲巨龍基金HedgedA2澳幣,BLKDRAAH
愛德蒙得洛希爾全球新興市場基金(A),EDR20
法巴百利達優化波動全球股票基金-年配(美元),LU0823417737
亨德森遠見泛歐小型公司基金,HEN04
駿利資產管理基金-駿利高收益基金V股澳幣入息(對沖),JHYDVAI
鋒裕基金-美元綜合債券BXD,PIMUABBXD
路博邁投資基金-NB高收益債券基金T累積類股(澳元),IE00B8HXFR97
鋒裕基金-新興歐洲及地中海股票B2,PIMEEEB
柏瑞環球基金-柏瑞日本中小型公司股票基金Y3,AJSPY3
摩根環球天然資源基金－摩根環球天然資源(美元)－A股(累計),GNRAAU
MFS全盛基金系列-MFS全盛新興市場債券基金I1(美元),MEMDIU1
德盛安聯歐洲高息股票基金-AT累積類股(歐元),AGIF-FQ3
PIMCO全球債券基金-E級類別(收息股份),PIMCO-BG4
聯博-美國收益基金AA(穩定月配)英鎊避險級別,ABAIPAAGBPH
聯博-成熟市場多元收益基金BX級別美元,ABGCPBUSD
天達環球策略基金-環球動力基金C收益股份,GDYC
富達基金-印度聚焦基金(Y類股份累計股份-美元),LU0346391245
富蘭克林坦伯頓全球投資系列-公司債基金美元A(Mdis)股,0825
富達基金－國際債券基金,LU0048582984
法巴百利達美國高收益債券基金-月配(美元),LU0111549308
天達環球策略基金-環球策略管理基金F收益股份,GBG623
MFS全盛基金系列-MFS全盛美國政府債券基金A2(美元),MFMUGA1
聯博-全球高收益債券基金AA(穩定月配)南非幣避險級別,ABGHYAAZARH
貝萊德太平洋股票基金A2美元,BLKPEPMA
施羅德環球基金系列-英國股票C類股份-累積單位,IUKEF
摩根歐洲小型企業基金－摩根歐洲小型企業(歐元)－A股(分派),JFEUSC
天達環球策略基金-環球策略股票基金I收益股份,GPR500
施羅德傘型基金II--亞洲高息股債基金(澳元對沖)A類股份-收息單位,AAAA
瑞萬通博基金-新興東歐債券基金,LU0137004601
富達基金-歐洲動能基金Y股累計歐元,LU0318940003
施羅德環球基金系列-環球高收益A類股份-配息單位,IGHYA
聯博-歐元區策略價值基金BX股美元,ABEGPBUSD
富達基金－韓國基金,LU0061324488
鋒裕基金-環球高收益UXD,PIMGHYUXD
景順美元儲備基金A股美元,2030AA
瑞萬通博基金-中國星股票基金,LU0278092191
摩根基金－摩根中國基金,JFCF
保德信WIP機會型股票基金A,LU0037722500
聯博-歐元區策略價值基金C股美元,ABESVCUSD
貝萊德全球股票收益基金HedgedA2歐元,BLKGLIET
施羅德環球基金系列-日本優勢A1類股份-累積單位,IJLCG
MFS全盛基金系列-MFS全盛歐洲研究基金I1(美元),MFEEIED
富達基金-東協基金(A類股累計股份-美元),LU0261945553
天利(盧森堡)-泛歐洲股票基金I(歐元),000EPCEUIE
NN(L)新興市場債券基金Y股對沖級別澳幣(月配息),NNEMDHYDAUD
百達-新興市場收益股票-R美元,LU0725971096
聯博-歐洲收益基金B2股歐元,ABEIOPB2EUR
施羅德環球基金系列-新興亞洲B1類股份-累積單位,IEMAH
施羅德環球基金系列-策略債券(歐元對沖)C類股份-累積單位,KSTBF
法儲銀漢瑞斯美國股票基金R-AUSD,LU0130102774
美盛西方資產全球多重策略基金優類股美元配息型(D),IE00B0D43R60
施羅德環球基金系列-亞洲可轉換債券基金(歐元對沖)C類股份-累積單位,KACBF
法巴百利達印尼股票基金C(美元),LU0823430243
德盛安聯亞洲靈活債券基金-AM穩定月收類股(澳幣避險),AGIF-FXP
摩根基金-摩根環球醫療科技基金-摩根環球醫療科技(美元)-A股(累計),GHCAAU
天達環球策略基金-環球策略股票基金I累積股份,GPR571
PIMCO短年期債券基金-E級類別(累積股份),PIMCO-BL3
聯博-歐元區策略價值基金B股歐元,ABESVBEUR
先機環球股票基金C類累積(美元),SKANC19
景順開發中市場基金C-年配息股美元,1016CY
富達基金－歐洲進取基金,LU0083291335
霸菱新興市場當地貨幣債券基金-A類英鎊避險配息型,EMINCGH
瑞銀(盧森堡)歐元高收益債券基金(歐元)(澳幣避險)(月配息),21629311
資本集團全球股票基金(盧森堡)X(美元),CIFGEFXUSD
聯博-印度成長基金S1股歐元,ABIGFS1EUR
景順歐洲大陸企業基金C-年配息股美元,1019CY
摩根新興市場本地貨幣債券(美元)－A股(每月派息),EMLCMU
柏瑞環球基金-柏瑞環球新興市場當地貨幣債券基金A9HD,AEMLA9HD
富蘭克林黃金基金美元A股,132
鋒裕基金-歐洲潛力I2(歐元),PIMEPLUI
聯博-全球價值型基金BD月配歐元避險級別,ABGVPBDHEDGE
富蘭克林成長基金A股,106
景順美國價值股票基金C股美元,2141CC
貝萊德歐洲特別時機基金HedgedA2澳幣,BLKGRAAH
鋒裕基金-領先歐洲企業B2,PIMTEPB
路博邁投資基金-NB高收益債券基金I月配息類股(美元),IE00B6VF0729
瑞銀(盧森堡)亞洲全方位債券基金(美元)I-A1-累積,10532262
安本環球-亞洲地產股票基金A2,AEASPROP
施羅德環球基金系列-新興市場A類股份-累積單位,IEMKD
MFS全盛基金系列-MFS全盛全球資產配置基金C1(美元),MFMGBCR
富達基金-日本潛力優勢基金(Y類股份累計股份-日圓),LU0370789561
聯博-前瞻主題基金C股歐元,ABGTRCEUR
利安資金亞太基金(美元),OAPU
富蘭克林坦伯頓全球投資系列-亞洲成長基金美元A(acc)股,0786
天利(盧森堡)-全球新興市場短期債券基金(歐元避險),000AMESTAUEH
瀚亞投資-北美價值股票基金Admc1(美元穩定月配),NA1
富達基金－全球實質資產基金(美元累積),LU0417495479
施羅德環球基金系列-美國大型股C類股份-累積單位(歐元),AUSEF
NN(L)投資級公司債基金X股對沖級別澳幣(月配息),NNUSCXDAUDH
摩根日本(日圓)基金-摩根日本(日圓)(美元對沖)(累計),JYHAU
施羅德環球基金系列-環球高收益A1類股份-累積單位,IGHYG
施羅德環球基金系列-環球股債收息基金(澳幣對沖)A類股份-配息單位,TGMIA
貝萊德歐洲價值型基金A4歐元,BLKEVEFA
MFS全盛基金系列-MFS全盛全球股票基金C1(美元),MFMGECR
匯豐環球投資基金-歐元區小型公司股票IC,TEESC
美盛凱利美國積極成長基金優類股美元累積型,IE00B241FC99
宏利環球基金－美國債券基金AA股,MGF18
先機新興市場債券基金A類累積(歐元),SKANA43
木星生態基金-美元IClass,GB00B4KLC262USD
天達環球策略基金-新興市場當地貨幣債券基金I累積股份,GEM533
安本環球-日本股票基金A2(基本貨幣避險-美元),AEJEPH
景順歐洲動力基金C-年配息股歐元,1043CY
美盛銳思美國小型公司機會基金A類股美元累積型,IE00B19Z4B17
利安資金目標回報基金(新元),SVFS
瑞銀(盧森堡)美元高收益債券基金(美元),512729
法儲銀盧米斯賽勒斯新興市場債券型基金R-AEUR,LU0477146137
利安資金新馬基金(美元),SCLU
PIMCO美國高收益債券基金-E級類別(收息股份),PIMCO-BH4
施羅德環球基金系列-亞洲收益股票C類股份-累積單位(歐元),AAEYF
匯豐環球投資基金-巴西股票IC,TBEIC
施羅德環球基金系列-環球股息基金(澳幣對沖)A類股份-配息單位,LU1046234412
富達基金-全球策略債券基金(Y類股份累計股份-歐元避險),LU0594301144
MFS全盛基金系列-MFS全盛全球高收益基金C2(美元),MFSGLC2
聯博-中國時機基金B級別美元,ABGCHBUSD
霸菱俄羅斯基金-A類美元累積型,BARUSS_CAPT
景順新興市場企業債券基金A-固定月配息股美元,2114AF
駿利資產管理基金-駿利美國20基金I股歐元累計(對沖),JATWIIE
羅素多元資產90基金W類股,IE00BQ1TBR15
聯博-國際醫療基金A股歐元,ABIHCAEUR
聯博-成熟市場多元收益基金B2X級別美元,ABGCPB2USD
天達環球策略基金-環球特許品牌基金F累積股份,GFF902
景順日本價值股票基金A股日圓,2105AA
施羅德環球基金系列-環球企業債券C類股份-配息單位,IHGBC
NN(L)美國高股息基金Y股對沖級別南非幣(月配息),NNUSHDYDZARH
富蘭克林坦伯頓全球投資系列-亞洲成長基金美元A(Ydis)股,0805
法巴百利達歐洲小型股票基金I(歐元),LU0212179997
瑞銀(盧森堡)新興市場入息基金(美元),12957892
先機環球股票基金I類累積(美元),SKANI19
歐義銳榮日本股票基金R2,LU0299358662
聯博-歐元區策略價值基金B股美元,ABESVBUSD
聯博-精選美國股票基金A股美元,ABSUEAUSD
富蘭克林坦伯頓全球投資系列－精選收益基金澳幣避險A(Mdis)股-H1,1435
聯博-全球不動產證券基金B股歐元,ABUSREBEUR
德盛德利能源基金,DIT-ENG
貝萊德新興歐洲基金A2歐元,BLKMERAA
百達-水資源-HR美元,LU0385405997
天達環球策略基金-投資評級公司債券基金F累積股份,GDHFACC
富蘭克林坦伯頓全球投資系列-高價差基金美元B(acc)股,0860
霸菱高收益債券基金-A類歐元避險配息型,HYBFUH
駿利資產管理基金-柏智美國策略價值基金I美元累計,JANSVII
先機完全回報美元債券基金A類收益股(美元),SKANA50
鋒裕基金-核心歐洲股票B2(歐元),PIMCEEUB
施羅德環球基金系列-新興市場債券A類股份-累積單位,IEMDD
摩根東歐基金－摩根東歐(美元)－A股(累計),EAEAAU
聯博-全球價值型基金SD月配級別美元,ABGVPSDUSD
景順美國藍籌指標增值基金B股美元,2138BB
富達基金-新興亞洲基金(美元),LU0329678170
施羅德環球基金系列-新興市場債券(澳幣對沖)A1類股份-配息單位,TEMDJ
德盛東方入息基金－I配息類股,AGIF-OID
富達基金－歐元債券基金,LU0048579097
東方匯理系列基金全球農業基金IU,AFEGAIU
貝萊德亞洲老虎債券基金A6美元(穩定配息),BLKTIBAU
天達環球策略基金-環球天然資源基金I累積股份,GDR544
聯博-美國前瞻主題基金A股加幣避險,ABUSTRACADH
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元A(Mdis)股,0652
貝萊德世界健康科學基金A2美元,BLKMWHAA
聯博-全球高收益債券基金AT股加幣避險,ABGHYATCADH
聯博-美國收益基金B股歐元,ABAIPBEUR
富達基金－歐洲基金,LU0048578792
NN(L)日本股票基金X股對沖級別美元,NNJEXUSDH
景順亞洲平衡基金A-月配息股-1美元,2000AX
富達基金－全球金融服務基金,LU0114722498
MFS全盛基金系列-MFS全盛美國價值基金I1(美元),MUSVIU1
